title,artist,peakPos,lastPos,weeks,rank,date
"Make No Mistake, He's Mine",Barbra Streisand With Kim Carnes,51,64,8,84,2/2/1985
Centipede,Rebbie Jackson,24,72,18,85,2/2/1985
No More Lonely Nights,Paul McCartney,6,66,17,86,2/2/1985
Baby Come Back To Me,The Manhattan Transfer,87,0,1,87,2/2/1985
All Through The Night,Cyndi Lauper,5,78,18,88,2/2/1985
The Belle Of St. Mark,Sheila E.,34,77,15,89,2/2/1985
Hello Again,The Cars,20,70,15,90,2/2/1985
Strut,Sheena Easton,7,82,24,91,2/2/1985
Penny Lover,Lionel Richie,8,80,18,92,2/2/1985
I Just Called To Say I Love You,Stevie Wonder,1,87,25,93,2/2/1985
(Pride) In The Name Of Love,U2,33,83,15,94,2/2/1985
When The Rain Begins To Fall,Jermaine Jackson & Pia Zadora,95,0,1,95,2/2/1985
It Ain't Enough,Corey Hart,17,93,19,96,2/2/1985
Better Be Good To Me,Tina Turner,5,91,21,97,2/2/1985
Stranger In Town,Toto,30,94,15,98,2/2/1985
Desert Moon,Dennis DeYoung,10,96,22,99,2/2/1985
Caribbean Queen (No More Love On The Run),Billy Ocean,1,89,26,100,2/2/1985
I Want To Know What Love Is,Foreigner,1,1,10,1,2/9/1985
Easy Lover,Philip Bailey With Phil Collins,2,2,12,2,2/9/1985
Careless Whisper,Wham! Featuring George Michael,3,3,8,3,2/9/1985
Lover Boy,Billy Ocean,4,5,11,4,2/9/1985
The Boys Of Summer,Don Henley,5,6,14,5,2/9/1985
You're The Inspiration,Chicago,3,4,13,6,2/9/1985
Method Of Modern Love,Daryl Hall John Oates,7,9,9,7,2/9/1985
Neutron Dance,The Pointer Sisters,8,10,12,8,2/9/1985
Like A Virgin,Madonna,1,7,13,9,2/9/1985
I Would Die 4 U,Prince And The Revolution,8,8,9,10,2/9/1985
The Heat Is On,Glenn Frey,11,13,10,11,2/9/1985
Solid,Ashford & Simpson,12,14,14,12,2/9/1985
California Girls,David Lee Roth,13,23,4,13,2/9/1985
Sugar Walls,Sheena Easton,14,19,8,14,2/9/1985
Call To The Heart,Giuffria,15,15,14,15,2/9/1985
Can't Fight This Feeling,REO Speedwagon,16,26,4,16,2/9/1985
The Old Man Down The Road,John Fogerty,17,22,8,17,2/9/1985
Operator,Midnight Star,18,18,11,18,2/9/1985
Foolish Heart,Steve Perry,19,20,12,19,2/9/1985
Misled,Kool & The Gang,20,21,12,20,2/9/1985
Mr. Telephone Man,New Edition,21,25,8,21,2/9/1985
Love Light In Flight,Stevie Wonder,17,17,11,22,2/9/1985
Jungle Love,The Time,23,24,16,23,2/9/1985
All I Need,Jack Wagner,2,11,17,24,2/9/1985
Run To You,Bryan Adams,6,12,15,25,2/9/1985
Too Late For Goodbyes,Julian Lennon,26,37,3,26,2/9/1985
Money Changes Everything,Cyndi Lauper,27,28,8,27,2/9/1985
Tenderness,General Public,28,30,13,28,2/9/1985
Rockin' At Midnight,The Honeydrippers,29,34,6,29,2/9/1985
Private Dancer,Tina Turner,30,35,4,30,2/9/1985
Jamie,Ray Parker Jr.,14,16,13,31,2/9/1985
Lover Girl,Teena Marie,32,39,9,32,2/9/1985
Mistake No. 3,Culture Club,33,33,9,33,2/9/1985
Only The Young,Journey,34,36,3,34,2/9/1985
Relax,Frankie Goes To Hollywood,35,38,11,35,2/9/1985
Naughty Naughty,John Parr,36,40,9,36,2/9/1985
Keeping The Faith,Billy Joel,37,46,3,37,2/9/1985
Ooh Ooh Song,Pat Benatar,38,42,4,38,2/9/1985
I Wanna Hear It From Your Lips,Eric Carmen,39,45,4,39,2/9/1985
High On You,Survivor,40,47,3,40,2/9/1985
Tragedy,John Hunter,41,43,10,41,2/9/1985
Save A Prayer,Duran Duran,42,53,2,42,2/9/1985
Material Girl,Madonna,43,0,1,43,2/9/1985
We Belong,Pat Benatar,5,31,16,44,2/9/1985
Just Another Night,Mick Jagger,45,0,1,45,2/9/1985
Do What You Do,Jermaine Jackson,13,32,16,46,2/9/1985
Somebody,Bryan Adams,47,59,2,47,2/9/1985
Treat Her Like A Lady,The Temptations,48,50,9,48,2/9/1985
Turn Up The Radio,Autograph,49,54,8,49,2/9/1985
One More Night,Phil Collins,50,0,1,50,2/9/1985
Missing You,Diana Ross,46,51,11,51,2/9/1985
